Frame,Timestamp,Student ID,Emotion,Focus,Focus % (overall),Total Students
5040,15:24:44,2,happy,Distracted,0.0,2
5050,15:24:44,1,sad,Distracted,0.0,1
5060,15:24:44,1,surprise,Focused,100.0,1
5070,15:24:44,1,surprise,Focused,100.0,1
5080,15:24:44,1,neutral,Distracted,0.0,1
5090,15:24:44,1,fear,Distracted,0.0,1
5100,15:24:44,1,surprise,Focused,100.0,1
5110,15:24:44,1,fear,Distracted,0.0,2
5110,15:24:44,2,happy,Distracted,0.0,2
5120,15:24:44,1,fear,Distracted,0.0,1
5130,15:24:45,1,neutral,Distracted,0.0,1
5140,15:24:45,1,surprise,Focused,100.0,1
5150,15:24:45,1,fear,Distracted,0.0,1
5160,15:24:45,1,fear,Distracted,0.0,1
5170,15:24:45,1,fear,Distracted,0.0,1
5180,15:24:45,1,surprise,Focused,100.0,1
5190,15:24:45,1,fear,Distracted,0.0,1
5200,15:24:45,1,sad,Distracted,0.0,1
5210,15:24:45,1,fear,Distracted,0.0,1
5220,15:24:46,1,fear,Distracted,0.0,1
5230,15:24:46,1,fear,Distracted,0.0,1
5240,15:24:46,1,surprise,Focused,100.0,1
5250,15:24:46,1,surprise,Focused,100.0,1
5260,15:24:46,1,surprise,Focused,100.0,1
5270,15:24:46,1,surprise,Focused,100.0,1
5280,15:24:46,1,surprise,Focused,100.0,1
5290,15:24:46,1,angry,Distracted,0.0,2
5290,15:24:46,2,fear,Distracted,0.0,2
5300,15:24:46,1,surprise,Focused,100.0,1
5310,15:24:47,1,surprise,Focused,100.0,1
5320,15:24:47,1,surprise,Focused,100.0,1
5330,15:24:47,1,surprise,Focused,100.0,1
5340,15:24:47,1,surprise,Focused,100.0,1
5350,15:24:47,1,surprise,Focused,100.0,1
5360,15:24:47,1,surprise,Focused,100.0,1
5370,15:24:47,1,surprise,Focused,100.0,1
5380,15:24:47,1,surprise,Focused,100.0,1
5390,15:24:47,1,surprise,Focused,100.0,1
5400,15:24:48,1,surprise,Focused,100.0,1
5410,15:24:48,1,surprise,Focused,100.0,1
5420,15:24:48,1,surprise,Focused,100.0,1
5430,15:24:48,1,surprise,Focused,100.0,1
5440,15:24:48,1,surprise,Focused,100.0,1
5450,15:24:48,1,surprise,Focused,100.0,1
5460,15:24:48,1,surprise,Focused,100.0,1
5470,15:24:48,1,surprise,Focused,100.0,1
5480,15:24:49,1,surprise,Focused,100.0,1
5490,15:24:49,1,surprise,Focused,100.0,1
5500,15:24:49,1,surprise,Focused,100.0,1
5510,15:24:49,1,surprise,Focused,100.0,1
5520,15:24:49,1,sad,Distracted,0.0,1
5530,15:24:49,1,surprise,Focused,100.0,1
5540,15:24:49,1,sad,Distracted,0.0,2
5540,15:24:49,2,fear,Distracted,0.0,2
5550,15:24:49,1,surprise,Focused,100.0,1
5560,15:24:49,1,surprise,Focused,100.0,1
5570,15:24:50,1,surprise,Focused,100.0,1
5580,15:24:50,1,surprise,Focused,100.0,1
5590,15:24:50,1,surprise,Focused,100.0,1
5600,15:24:50,1,surprise,Focused,100.0,1
5610,15:24:50,1,neutral,Distracted,0.0,1
5620,15:24:50,1,fear,Distracted,0.0,2
5620,15:24:50,2,neutral,Distracted,0.0,2
5630,15:24:50,1,surprise,Focused,100.0,1
5640,15:24:50,1,surprise,Focused,100.0,1
5650,15:24:51,1,surprise,Focused,100.0,1
5660,15:24:51,1,surprise,Focused,100.0,1
5670,15:24:51,1,surprise,Focused,100.0,1
5680,15:24:51,1,surprise,Focused,100.0,1
5690,15:24:51,1,surprise,Focused,100.0,1
5700,15:24:51,1,surprise,Focused,100.0,1
5710,15:24:51,1,surprise,Focused,100.0,1
5720,15:24:51,1,happy,Distracted,0.0,1
5730,15:24:51,1,surprise,Focused,100.0,1
5740,15:24:52,1,surprise,Focused,100.0,1
5750,15:24:52,1,surprise,Focused,100.0,1
5760,15:24:52,1,surprise,Focused,100.0,1
5770,15:24:52,1,surprise,Focused,100.0,1
5780,15:24:52,1,surprise,Focused,100.0,1
5790,15:24:52,1,surprise,Focused,100.0,1
5800,15:24:52,1,surprise,Focused,100.0,1
5810,15:24:52,1,surprise,Focused,100.0,1
5820,15:24:52,1,surprise,Focused,100.0,1
5830,15:24:53,1,surprise,Focused,100.0,1
5840,15:24:53,1,fear,Distracted,0.0,1
5850,15:24:53,1,fear,Distracted,0.0,1
5860,15:24:53,1,surprise,Focused,100.0,1
5870,15:24:53,1,surprise,Focused,100.0,1
5880,15:24:53,1,surprise,Focused,100.0,1
5890,15:24:53,1,sad,Distracted,0.0,1
5900,15:24:53,1,surprise,Focused,100.0,1
5910,15:24:53,1,sad,Distracted,0.0,1
5920,15:24:53,1,surprise,Focused,100.0,1
5930,15:24:54,1,surprise,Focused,100.0,1
5940,15:24:54,1,sad,Distracted,0.0,1
5950,15:24:54,1,surprise,Focused,100.0,1
5960,15:24:54,1,surprise,Focused,100.0,1
5970,15:24:54,1,surprise,Focused,100.0,1
5980,15:24:54,1,fear,Distracted,0.0,1
5990,15:24:54,1,fear,Distracted,0.0,1
6000,15:24:54,1,fear,Distracted,0.0,1
6010,15:24:54,1,surprise,Focused,100.0,1
6020,15:24:55,1,surprise,Focused,100.0,1
6030,15:24:55,1,sad,Distracted,0.0,1
6040,15:24:55,1,surprise,Focused,100.0,1
6050,15:24:55,1,sad,Distracted,0.0,1
6060,15:24:55,1,happy,Distracted,0.0,2
6060,15:24:55,2,fear,Distracted,0.0,2
6070,15:24:55,1,surprise,Focused,100.0,1
6080,15:24:55,1,fear,Distracted,0.0,2
6080,15:24:55,2,sad,Distracted,0.0,2
6090,15:24:55,1,happy,Distracted,0.0,1
6100,15:24:56,1,surprise,Focused,100.0,1
6110,15:24:56,1,surprise,Focused,100.0,1
6120,15:24:56,1,surprise,Focused,100.0,1
6130,15:24:56,1,happy,Distracted,0.0,1
6140,15:24:56,1,surprise,Focused,100.0,1
6150,15:24:56,1,sad,Distracted,0.0,1
6160,15:24:56,1,sad,Distracted,0.0,1
6170,15:24:57,1,sad,Distracted,0.0,1
6180,15:24:57,1,sad,Distracted,0.0,2
6180,15:24:57,2,sad,Distracted,0.0,2
6190,15:24:57,1,neutral,Distracted,0.0,2
6190,15:24:57,2,sad,Distracted,0.0,2
6200,15:24:57,1,surprise,Focused,100.0,1
6210,15:24:57,1,surprise,Focused,100.0,1
6220,15:24:57,1,surprise,Focused,100.0,1
6230,15:24:57,1,surprise,Focused,100.0,1
6240,15:24:58,1,surprise,Focused,100.0,1
6250,15:24:58,1,surprise,Focused,100.0,1
6260,15:24:58,1,fear,Distracted,0.0,1
6270,15:24:58,1,happy,Distracted,0.0,1
6280,15:24:58,1,fear,Distracted,0.0,1
6290,15:24:58,1,fear,Distracted,0.0,1
6300,15:24:58,1,happy,Distracted,0.0,2
6300,15:24:58,2,sad,Distracted,0.0,2
6310,15:24:58,1,happy,Distracted,0.0,2
6310,15:24:58,2,sad,Distracted,0.0,2
6320,15:24:59,1,sad,Distracted,0.0,1
6330,15:24:59,1,surprise,Focused,100.0,1
6340,15:24:59,1,happy,Distracted,0.0,1
6350,15:24:59,1,happy,Distracted,0.0,1
6360,15:24:59,1,happy,Distracted,0.0,1
6370,15:24:59,1,happy,Distracted,0.0,1
6380,15:24:59,1,happy,Distracted,0.0,1
6390,15:24:59,1,surprise,Focused,100.0,1
6400,15:24:59,1,surprise,Focused,100.0,1
6410,15:25:00,1,surprise,Focused,100.0,1
6420,15:25:00,1,surprise,Focused,100.0,1
6430,15:25:00,1,sad,Distracted,0.0,1
6440,15:25:00,1,surprise,Focused,100.0,1
6450,15:25:00,1,surprise,Focused,100.0,1
6460,15:25:00,1,surprise,Focused,100.0,1
6470,15:25:00,1,surprise,Focused,100.0,1
6480,15:25:00,1,surprise,Focused,100.0,1
6490,15:25:00,1,surprise,Focused,100.0,1
6500,15:25:01,1,surprise,Focused,100.0,1
6510,15:25:01,1,surprise,Focused,100.0,1
6520,15:25:01,1,surprise,Focused,100.0,1
6530,15:25:01,1,surprise,Focused,100.0,1
6540,15:25:01,1,surprise,Focused,100.0,1
6550,15:25:01,1,surprise,Focused,100.0,1
6560,15:25:01,1,surprise,Focused,100.0,1
6570,15:25:01,1,surprise,Focused,100.0,1
6580,15:25:01,1,surprise,Focused,100.0,1
6590,15:25:02,1,surprise,Focused,100.0,1
