Frame,Timestamp,Total Students,Focused Students,Focus %,Face 1 Emotion,Face 1 Focus,Face 2 Emotion,Face 2 Focus,Face 3 Emotion,Face 3 Focus
4600,13:24:11,2,0,0.0,happy,Distracted,happy,Distracted,,
4610,13:24:11,1,1,100.0,surprise,Focused,,,,
4620,13:24:11,1,0,0.0,happy,Distracted,,,,
4630,13:24:12,1,0,0.0,fear,Distracted,,,,
4640,13:24:12,2,0,0.0,fear,Distracted,neutral,Distracted,,
4650,13:24:12,1,0,0.0,neutral,Distracted,,,,
4660,13:24:12,2,0,0.0,fear,Distracted,neutral,Distracted,,
4670,13:24:12,2,0,0.0,sad,Distracted,happy,Distracted,,
4680,13:24:12,2,0,0.0,sad,Distracted,neutral,Distracted,,
4690,13:24:12,1,0,0.0,fear,Distracted,,,,
4700,13:24:12,1,0,0.0,sad,Distracted,,,,
4710,13:24:12,1,1,100.0,surprise,Focused,,,,
4720,13:24:13,1,1,100.0,surprise,Focused,,,,
4730,13:24:13,1,0,0.0,neutral,Distracted,,,,
4740,13:24:13,1,0,0.0,neutral,Distracted,,,,
4750,13:24:13,1,1,100.0,surprise,Focused,,,,
4760,13:24:13,1,0,0.0,sad,Distracted,,,,
4770,13:24:13,1,1,100.0,surprise,Focused,,,,
4780,13:24:13,1,1,100.0,surprise,Focused,,,,
4790,13:24:13,1,1,100.0,surprise,Focused,,,,
4800,13:24:13,1,1,100.0,surprise,Focused,,,,
4810,13:24:14,1,1,100.0,surprise,Focused,,,,
4820,13:24:14,1,1,100.0,surprise,Focused,,,,
4830,13:24:14,1,1,100.0,surprise,Focused,,,,
4840,13:24:14,1,0,0.0,neutral,Distracted,,,,
4850,13:24:14,1,1,100.0,surprise,Focused,,,,
4860,13:24:14,1,1,100.0,surprise,Focused,,,,
4870,13:24:14,1,1,100.0,surprise,Focused,,,,
4880,13:24:15,1,1,100.0,surprise,Focused,,,,
4890,13:24:15,1,1,100.0,surprise,Focused,,,,
4900,13:24:15,1,0,0.0,happy,Distracted,,,,
4910,13:24:15,1,0,0.0,happy,Distracted,,,,
4920,13:24:15,1,0,0.0,happy,Distracted,,,,
4930,13:24:15,2,0,0.0,sad,Distracted,happy,Distracted,,
4940,13:24:16,2,0,0.0,sad,Distracted,happy,Distracted,,
4950,13:24:16,2,0,0.0,sad,Distracted,happy,Distracted,,
4960,13:24:16,1,0,0.0,happy,Distracted,,,,
4970,13:24:16,1,0,0.0,happy,Distracted,,,,
4980,13:24:16,1,0,0.0,happy,Distracted,,,,
4990,13:24:16,1,1,100.0,surprise,Focused,,,,
5000,13:24:16,1,0,0.0,sad,Distracted,,,,
5010,13:24:16,1,1,100.0,surprise,Focused,,,,
5020,13:24:17,1,0,0.0,happy,Distracted,,,,
5030,13:24:17,3,0,0.0,neutral,Distracted,happy,Distracted,sad,Distracted
5040,13:24:17,2,0,0.0,sad,Distracted,happy,Distracted,,
5050,13:24:17,1,0,0.0,sad,Distracted,,,,
5060,13:24:17,1,1,100.0,surprise,Focused,,,,
5070,13:24:17,1,1,100.0,surprise,Focused,,,,
5080,13:24:17,1,0,0.0,neutral,Distracted,,,,
5090,13:24:17,1,0,0.0,fear,Distracted,,,,
5100,13:24:17,1,1,100.0,surprise,Focused,,,,
5110,13:24:18,2,0,0.0,fear,Distracted,happy,Distracted,,
5120,13:24:18,1,0,0.0,fear,Distracted,,,,
5130,13:24:18,1,0,0.0,neutral,Distracted,,,,
5140,13:24:18,1,1,100.0,surprise,Focused,,,,
5150,13:24:18,1,0,0.0,fear,Distracted,,,,
5160,13:24:18,1,0,0.0,fear,Distracted,,,,
5170,13:24:18,1,0,0.0,fear,Distracted,,,,
5180,13:24:18,1,1,100.0,surprise,Focused,,,,
5190,13:24:19,1,0,0.0,fear,Distracted,,,,
5200,13:24:19,1,0,0.0,sad,Distracted,,,,
5210,13:24:19,1,0,0.0,fear,Distracted,,,,
5220,13:24:19,1,0,0.0,fear,Distracted,,,,
5230,13:24:19,1,0,0.0,fear,Distracted,,,,
5240,13:24:19,1,1,100.0,surprise,Focused,,,,
5250,13:24:19,1,1,100.0,surprise,Focused,,,,
5260,13:24:19,1,1,100.0,surprise,Focused,,,,
5270,13:24:20,1,1,100.0,surprise,Focused,,,,
5280,13:24:20,1,1,100.0,surprise,Focused,,,,
5290,13:24:20,2,0,0.0,fear,Distracted,angry,Distracted,,
5300,13:24:20,1,1,100.0,surprise,Focused,,,,
5310,13:24:20,1,1,100.0,surprise,Focused,,,,
5320,13:24:20,1,1,100.0,surprise,Focused,,,,
5330,13:24:20,1,1,100.0,surprise,Focused,,,,
5340,13:24:20,1,1,100.0,surprise,Focused,,,,
5350,13:24:21,1,1,100.0,surprise,Focused,,,,
5360,13:24:21,1,1,100.0,surprise,Focused,,,,
5370,13:24:21,1,1,100.0,surprise,Focused,,,,
5380,13:24:21,1,1,100.0,surprise,Focused,,,,
5390,13:24:21,1,1,100.0,surprise,Focused,,,,
5400,13:24:21,1,1,100.0,surprise,Focused,,,,
5410,13:24:21,1,1,100.0,surprise,Focused,,,,
5420,13:24:21,1,1,100.0,surprise,Focused,,,,
5430,13:24:22,1,1,100.0,surprise,Focused,,,,
5440,13:24:22,1,1,100.0,surprise,Focused,,,,
5450,13:24:22,1,1,100.0,surprise,Focused,,,,
5460,13:24:22,1,1,100.0,surprise,Focused,,,,
5470,13:24:22,1,1,100.0,surprise,Focused,,,,
5480,13:24:22,1,1,100.0,surprise,Focused,,,,
5490,13:24:22,1,1,100.0,surprise,Focused,,,,
5500,13:24:22,1,1,100.0,surprise,Focused,,,,
5510,13:24:22,1,1,100.0,surprise,Focused,,,,
5520,13:24:23,1,0,0.0,sad,Distracted,,,,
5530,13:24:23,1,1,100.0,surprise,Focused,,,,
5540,13:24:23,2,0,0.0,sad,Distracted,fear,Distracted,,
5550,13:24:23,1,1,100.0,surprise,Focused,,,,
5560,13:24:23,1,1,100.0,surprise,Focused,,,,
5570,13:24:23,1,1,100.0,surprise,Focused,,,,
5580,13:24:23,1,1,100.0,surprise,Focused,,,,
5590,13:24:24,1,1,100.0,surprise,Focused,,,,
5600,13:24:24,1,1,100.0,surprise,Focused,,,,
5610,13:24:24,1,0,0.0,neutral,Distracted,,,,
5620,13:24:24,2,0,0.0,fear,Distracted,neutral,Distracted,,
5630,13:24:24,1,1,100.0,surprise,Focused,,,,
5640,13:24:24,1,1,100.0,surprise,Focused,,,,
5650,13:24:24,1,1,100.0,surprise,Focused,,,,
5660,13:24:24,1,1,100.0,surprise,Focused,,,,
5670,13:24:25,1,1,100.0,surprise,Focused,,,,
5680,13:24:25,1,1,100.0,surprise,Focused,,,,
5690,13:24:25,1,1,100.0,surprise,Focused,,,,
5700,13:24:25,1,1,100.0,surprise,Focused,,,,
5710,13:24:25,1,1,100.0,surprise,Focused,,,,
5720,13:24:25,1,0,0.0,happy,Distracted,,,,
5730,13:24:25,1,1,100.0,surprise,Focused,,,,
5740,13:24:25,1,1,100.0,surprise,Focused,,,,
5750,13:24:25,1,1,100.0,surprise,Focused,,,,
5760,13:24:26,1,1,100.0,surprise,Focused,,,,
5770,13:24:26,1,1,100.0,surprise,Focused,,,,
5780,13:24:26,1,1,100.0,surprise,Focused,,,,
5790,13:24:26,1,1,100.0,surprise,Focused,,,,
5800,13:24:26,1,1,100.0,surprise,Focused,,,,
5810,13:24:26,1,1,100.0,surprise,Focused,,,,
5820,13:24:26,1,1,100.0,surprise,Focused,,,,
5830,13:24:26,1,1,100.0,surprise,Focused,,,,
5840,13:24:27,1,0,0.0,fear,Distracted,,,,
5850,13:24:27,1,0,0.0,fear,Distracted,,,,
5860,13:24:27,1,1,100.0,surprise,Focused,,,,
5870,13:24:27,1,1,100.0,surprise,Focused,,,,
5880,13:24:27,1,1,100.0,surprise,Focused,,,,
5890,13:24:27,1,0,0.0,sad,Distracted,,,,
5900,13:24:27,1,1,100.0,surprise,Focused,,,,
5910,13:24:27,1,0,0.0,sad,Distracted,,,,
5920,13:24:28,1,1,100.0,surprise,Focused,,,,
5930,13:24:28,1,1,100.0,surprise,Focused,,,,
5940,13:24:28,1,0,0.0,sad,Distracted,,,,
5950,13:24:28,1,1,100.0,surprise,Focused,,,,
5960,13:24:28,1,1,100.0,surprise,Focused,,,,
5970,13:24:28,1,1,100.0,surprise,Focused,,,,
5980,13:24:28,1,0,0.0,fear,Distracted,,,,
5990,13:24:28,1,0,0.0,fear,Distracted,,,,
6000,13:24:28,1,0,0.0,fear,Distracted,,,,
6010,13:24:29,1,1,100.0,surprise,Focused,,,,
6020,13:24:29,1,1,100.0,surprise,Focused,,,,
6030,13:24:29,1,0,0.0,sad,Distracted,,,,
6040,13:24:29,1,1,100.0,surprise,Focused,,,,
6050,13:24:29,1,0,0.0,sad,Distracted,,,,
6060,13:24:29,2,0,0.0,happy,Distracted,fear,Distracted,,
6070,13:24:29,1,1,100.0,surprise,Focused,,,,
6080,13:24:30,2,0,0.0,fear,Distracted,sad,Distracted,,
6090,13:24:30,1,0,0.0,happy,Distracted,,,,
6100,13:24:30,1,1,100.0,surprise,Focused,,,,
6110,13:24:30,1,1,100.0,surprise,Focused,,,,
6120,13:24:30,1,1,100.0,surprise,Focused,,,,
6130,13:24:30,1,0,0.0,happy,Distracted,,,,
6140,13:24:30,1,1,100.0,surprise,Focused,,,,
6150,13:24:30,1,0,0.0,sad,Distracted,,,,
6160,13:24:31,1,0,0.0,sad,Distracted,,,,
6170,13:24:31,1,0,0.0,sad,Distracted,,,,
6180,13:24:31,2,0,0.0,sad,Distracted,sad,Distracted,,
6190,13:24:31,2,0,0.0,neutral,Distracted,sad,Distracted,,
6200,13:24:31,1,1,100.0,surprise,Focused,,,,
6210,13:24:31,1,1,100.0,surprise,Focused,,,,
6220,13:24:31,1,1,100.0,surprise,Focused,,,,
6230,13:24:31,1,1,100.0,surprise,Focused,,,,
6240,13:24:32,1,1,100.0,surprise,Focused,,,,
6250,13:24:32,1,1,100.0,surprise,Focused,,,,
6260,13:24:32,1,0,0.0,fear,Distracted,,,,
6270,13:24:32,1,0,0.0,happy,Distracted,,,,
6280,13:24:32,1,0,0.0,fear,Distracted,,,,
6290,13:24:32,1,0,0.0,fear,Distracted,,,,
6300,13:24:32,2,0,0.0,happy,Distracted,sad,Distracted,,
6310,13:24:32,2,0,0.0,happy,Distracted,sad,Distracted,,
6320,13:24:33,1,0,0.0,sad,Distracted,,,,
6330,13:24:33,1,1,100.0,surprise,Focused,,,,
6340,13:24:33,1,0,0.0,happy,Distracted,,,,
6350,13:24:33,1,0,0.0,happy,Distracted,,,,
6360,13:24:33,1,0,0.0,happy,Distracted,,,,
6370,13:24:33,1,0,0.0,happy,Distracted,,,,
6380,13:24:33,1,0,0.0,happy,Distracted,,,,
6390,13:24:33,1,1,100.0,surprise,Focused,,,,
6400,13:24:34,1,1,100.0,surprise,Focused,,,,
6410,13:24:34,1,1,100.0,surprise,Focused,,,,
6420,13:24:34,1,1,100.0,surprise,Focused,,,,
6430,13:24:34,1,0,0.0,sad,Distracted,,,,
6440,13:24:34,1,1,100.0,surprise,Focused,,,,
6450,13:24:34,1,1,100.0,surprise,Focused,,,,
6460,13:24:34,1,1,100.0,surprise,Focused,,,,
6470,13:24:34,1,1,100.0,surprise,Focused,,,,
6480,13:24:35,1,1,100.0,surprise,Focused,,,,
6490,13:24:35,1,1,100.0,surprise,Focused,,,,
6500,13:24:35,1,1,100.0,surprise,Focused,,,,
6510,13:24:35,1,1,100.0,surprise,Focused,,,,
6520,13:24:35,1,1,100.0,surprise,Focused,,,,
6530,13:24:35,1,1,100.0,surprise,Focused,,,,
6540,13:24:35,1,1,100.0,surprise,Focused,,,,
6550,13:24:35,1,1,100.0,surprise,Focused,,,,
6560,13:24:36,1,1,100.0,surprise,Focused,,,,
6570,13:24:36,1,1,100.0,surprise,Focused,,,,
6580,13:24:36,1,1,100.0,surprise,Focused,,,,
6590,13:24:36,1,1,100.0,surprise,Focused,,,,
